id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
fuzzfit-bands-19	verification	medium	verification-gap	verified		no	The instruments				P6	board	Fuel determinism, the instrument's stated foundation, has no committed test; the only check is a probe binary no recipe runs	open			
fuzzfit-bands-29	verification	nit	(table)				The instruments				P6	board	`prop_assert!(step.denom_bits >= 1)` in `programs_are_well_formed` cannot fail: `Step` is built only with `denom_bits.max(1)`.	open			
fuzzfit-bands-30	verification	low	test-quality	verified		no	The instruments	verification: Hand rosters checked only against each other			P4		The kernel roster in `sanity.rs` is a hand-maintained one-per-variant list nothing ties to `Op`	open			
fuzzfit-bands-4	verification	low	verification-gap	assessed		yes	The instruments		56		P1		The deterministic prefix leg pays the out-of-corpus ceiling margin it does not need	fix	14		
fuzzfit-bands-5	verification	medium	verification-gap	assessed		yes	The instruments		56		P1		`REFIT_TOLERANCE` is one global 0.7 decades where the per-key evidence is deterministic and exact	fix	14		
fuzzfit-bands-6	verification	low	verification-gap	verified		no	The instruments	verification: Framing and constants transcribed across the detached-workspace boundary			P4		The wasmtime-bump-is-a-re-pin sentence is a convention with no mechanism, contradicted at both patch bumps	open			
fuzzfit-bands-8	verification	low	test-quality	assessed		no	The instruments				P6	board	`fit` and `fit_constant` have no direct tests; the fitter's headline claims are untested families	open			
fuzzfit-bands-9	verification	low	verification-gap	assessed		no	The instruments				P6	board	`SHAPE_EXEMPT`'s justification (the point leg catches a degenerate fold) is argued inline, never pinned	open			
fuzzfit-strategies-11	verification	medium	verification-gap	verified		no	The instruments				P6	board	The mirror omits join and meet's empty-operand rungs, so O(1) steps enter the fitted cloud and the `ff_version_join`/`ff_version_meet` liveness floors are about 2.8 decades wide	open			
fuzzfit-strategies-16	verification	medium	verification-gap	verified		no	The instruments				P6	board	The escalation replays and the bootstrap stream carry reach claims with no committed floor; the builder truncates silently when a budget binds	open			
fuzzfit-strategies-20	verification	low	verification-gap	assessed		no	The instruments				P6	board	The register-appetite premise behind `REGS_RESERVE` is stated in prose but not pinned over generated programs	open			
fuzzfit-strategies-5	verification	low	verification-gap	assessed		no	The instruments	verification: Framing and constants transcribed across the detached-workspace boundary			P4		The pinned bands are not bound to the corpus that produced them	open			
fuzzfit-strategies-7	verification	medium	verification-gap	verified		yes	The instruments		56		P1		49 measured guest kernels have no `Op`, so those public operations have no fuzz-fit band and the roster pin cannot see them	fix	14		
fuzzfit-strategies-8	verification	low	verification-gap	verified		no	The instruments	verification: Hand rosters checked only against each other			P4		The roster test's hand list is a convention against a variant added without a roster entry; a derived variant list is a check	open			
meter-core-12	verification	nit	(table)				The instruments				P6	board	"`check_version`'s doc claims ""canonicality of both codings"" while no validator for the construction language exists; the hoisted-window comment describes a rank agreement the body reduces to `>=`."	open			
meter-core-13	verification	low	test-quality	verified		no	The instruments				P6	board	The pointwise-dominance premise of two rank bands is witnessed by rank order and by the rank fold itself, not by the comparison sweep	open			
meter-core-14	verification	low	test-quality	verified		no	The instruments				P6	board	The seam-plunge control's wire-prefix check contradicts its comment and carries an underived 200-bit slack	open			
meter-core-2	verification	medium	verification-gap	verified		no	The instruments			16	P6	board	Twenty registry-dispatched generators have no size or canonicality pin; four exact closed forms are wrong; six event shapes never meet a strict decode	open			
meter-registry-tier2-11	verification	medium	verification-gap	verified		yes	The instruments	verification: Hand rosters checked only against each other	51		P4		`FamilyId::ALL`, the 52-arm `index()`, and `ALL_SHAPES` are hand rosters checked only against each other; a variant absent from `ALL` reaches no instrument and `index()`'s doc claims the opposite	fix	61		
meter-registry-tier2-13	verification	low	test-quality	verified		no	The instruments		47		P5		A tautological board-roster equality and a weak, duplicated date predicate with an under-stated doc	open			
meter-registry-tier2-18	verification	nit	(table)				The instruments				P6	board	The tier-2 ratio-floor loop divides two closed-form literals already asserted; no measured quantity enters.	open			
meter-registry-tier2-19	verification	low	verification-gap	verified		yes	The instruments	verification: Process-isolation as an unchecked premise	61		P1		Lib-side tests reset and read the process-global limb counter with nothing enforcing the one-scenario-per-process premise	fix	19		
meter-registry-tier2-20	verification	nit	(table)				The instruments				P6	board	The plain-sweep witness's `>= 1.8` floor is underived and sits 0.04 above the deterministic 1.841 reading; `closing` is built inside the metered region.	open			
meter-registry-tier2-3	verification	low	verification-gap	verified		no	The instruments	verification: Rosters that attest a name, not a run	44		P4		Band-name parity is keyed on a naming convention; seven two-point flatness tests escape it	open			
meter-registry-tier2-7	verification	medium	verification-gap	verified		no	The instruments	verification: Known-bad demonstrations that live in prose or in a commit message	62		P1		Weight-comb, freeze-parade, and tooth-tail bands cite uncommitted probe builds as their only adequacy witness	fix-amended	20		
oracle-laws-10	verification	low	verification-gap	verified		no	The instruments				P6	board	The arbitrary generators' normal-form claim has no direct pin	open			
oracle-laws-12	verification	nit	(table)				The instruments				P6	board	A `prop_assume!(!cands.is_empty())` that never rejects (the party is drawn nonempty), beside siblings that spell the premise as `.expect(..)`.	open			
oracle-laws-13	verification	medium	test-quality	assessed		no	The instruments				P6	board	Two oracle test doc comments claim invariants their bodies never assert	open			
oracle-laws-14	verification	low	verification-gap	assessed		no	The instruments				P6	board	Two incidental-only laws lack a constructed arm, and nothing measures antecedent liveness	open			
oracle-laws-16	verification	low	test-quality	assessed		yes	The instruments		72		P6	board	Bundled laws report one name for seven to ten independent clauses	open			
oracle-laws-18	verification	nit	(table)				The instruments				P6	board	"`merge_is_least_upper_bound` and its meet dual check only a join-built bound; the clause that means ""least"" (an arbitrary `c` above both implies above the join) is absent."	open			
oracle-laws-20	verification	nit	(table)				The instruments				P6	board	`span_all_is_the_family_hull`'s containment clause admits `Concurrent` placements its own argument rules out.	open			
oracle-laws-21	verification	low	test-quality	assessed		no	The instruments				P6	board	The acceptance laws' `Err` arms assert less than their docs say, and the clock group has no best-effort law	open			
oracle-laws-23	verification	nit	(table)				The instruments				P6	board	`clock_ticks_matches_version_ticks` pins a hard-coded count of 3 where the version-level twin draws `a.min_ticks()`.	open			
surface-roster-11	verification	low	verification-gap	verified		no	The instruments	verification: Rosters that attest a name, not a run	44		P4		"`#[ignore]`d tests satisfy the in-tree citation checks, including the `GridCap` guard that ""must run""; citecheck closes the hole for before, not for suanpan"	open			
