id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
remote-proxy-tests-8	verification	low	test-quality	verified	no	Remote proxy and the proxy test suites	verification: Sessions driven by `pollster::block_on` instead of the closed-world poller			P4		Two session-driving tests run on pollster, so a stall would hang to the nextest kill instead of failing as `Stalled`	open			
remote-proxy-tests-9	verification	low	test-quality	verified	no	Remote proxy and the proxy test suites	verification: Testdocs that claim more than their bodies check			P4		The preamble-then-session byte-isolation claim is tested only under a name and doc about payload types	open			
session-bookmark-18	verification	low	test-quality	verified	no	Session and bookmark (peer/gossip, bookmark, observe, message)	verification: Testdocs that claim more than their bodies check			P4		Epilogue marker tests document a one-byte marker and never vary the first byte	open			
session-bookmark-31	verification	nit	(table)			Session and bookmark (peer/gossip, bookmark, observe, message)				P5	core	the single-byte corruption proptest applies one mask (`^= 0xff`) and never the empty payload	open			
session-bookmark-42	verification	nit	(table)			Session and bookmark (peer/gossip, bookmark, observe, message)	verification: Testdocs that claim more than their bodies check			P4		"testdoc says ""whatever the session kind""; the body calls `begin(SessionKind::Gossip)` once"	open			
streaming-backend-window-15	verification	low	test-quality	assessed	no	Streaming backend and window	verification: Testdocs that claim more than their bodies check			P4		Testdoc claims the wrappers self-wake; the body's noop waker cannot observe a wake	open			
streaming-backend-window-16	verification	low	test-quality	verified	no	Streaming backend and window				P5	streaming	`QueueKind::ALL`/`PROXY` are hand-maintained rosters the coverage tests trust; the type's summary names only the materialized graph	open			
streaming-backend-window-18	verification	nit	(table)			Streaming backend and window				P5	streaming	the instrumented occupancy counter can wrap then overflow under a multi-threaded executor (latent: every in-crate driver is single-threaded)	open			
streaming-backend-window-30	verification	low	verification-gap	verified	no	Streaming backend and window				P5	streaming	The leaf-request charge term is identically zero for every u64 corpus; the proof lives in a 22-line comment with no committed pin	open			
streaming-backend-window-32	verification	medium	verification-gap	verified	yes	Streaming backend and window	verification: Instruments no recipe runs | verification: The same defect filed from several partitions	43	14	P1		Integer-envelope dominance is certified only by an example no recipe runs, and that example checks a different family than the shipped code	fix	T10		
streaming-backend-window-36	verification	low	test-quality	assessed	no	Streaming backend and window	verification: Testdocs that claim more than their bodies check			P4		Testdoc claims every mid-depth level pipelines; the body checks one height	open			
streaming-backend-window-37	verification	medium	test-quality	verified	no	Streaming backend and window	performance: Performance claims in prose with no committed instrument | verification: Testdocs that claim more than their bodies check			P4		Testdoc quotes 60 B / 65,404 / ~4.3× while its assertions and `Peer::sync_memory_budget` say 52 B / 91,941 / ~2.6×	open			
streaming-backend-window-38	verification	low	test-quality	assessed	no	Streaming backend and window	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		Uniform `u64` proptest strategies for corpus size effectively never sample small corpora	open			
streaming-tests-16	verification	low	test-quality	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		A measured stall-boundary table lives in a comment while the test pins one cell	open			
streaming-tests-17	verification	low	test-quality	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		Two finite fault rosters are sampled 256 times instead of enumerated, around a bare phase-count literal	open			
streaming-tests-18	verification	medium	test-quality	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Testdocs that claim more than their bodies check			P4		The 'input roots remain untouched' assertions compare a value with its own aliased clone	open			
streaming-tests-19	verification	medium	verification-gap	verified	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)				P5	tree	The fault-injection step range stops one phase short of the terminal reply on both sides	open			
streaming-tests-2	verification	low	test-quality	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)				P5	tree	A driver unit test sits in the streaming tests root while driver.rs keeps an inline test module	open			
streaming-tests-20	verification	low	test-quality	verified	yes	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)		14		P3		Two committed seed comments name values the current strategies cannot generate	fix	T59		
streaming-tests-23	verification	medium	test-quality	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Family claims stated as points, and finite rosters sampled rather than enumerated			P4		A family-shaped test hand-drives `TestRunner` (no shrinking, no seed) around a counter that cannot fail	open			
streaming-tests-26	verification	medium	verification-gap	verified	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Redaction absent from generated populations | verification: The same defect filed from several partitions			P4		The whole-subtree shed count is never pinned above one	open			
streaming-tests-28	verification	low	verification-gap	assessed	yes	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Hand-transcribed constants beside a computed original	52		P1		The Lean wedge literal is transcribed by hand with no mechanical comparison	model	T29		
streaming-tests-6	verification	low	verification-gap	verified	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)				P5	tree	`arb_oracle_pair` omits the deep-spine generator built to reach divergence below the root	open			
streaming-tests-7	verification	low	verification-gap	assessed	no	Streaming protocol tests (the in-process suite under src/tree/mirror/streaming/tests/)	verification: Redaction absent from generated populations			P4		Redaction at depth is pinned by one two-leaf fixture; no generated family combines depth with redaction	open			
